N,TempReal,dcPWM
20973,64.1,17
20974,64.5,17
20975,64.5,17
20976,64.1,17
20977,64.2,17
20978,63.8,17
20979,64.1,17
20980,65.1,47
20981,64.1,47
20982,64.0,47
20983,63.4,47
20984,64.2,47
20985,64.0,47
20986,63.2,47
20987,63.9,47
20988,64.0,47
20989,64.1,47
20990,64.0,47
20991,65.2,47
20992,63.6,47
20993,63.9,47
20994,63.7,47
20995,63.6,47
20996,62.9,47
20997,63.4,47
20998,63.6,47
20999,63.6,47
21000,63.2,47
21001,63.4,47
21002,63.6,47
21003,63.5,47
21004,63.2,47
21005,63.5,47
21006,63.3,47
21007,63.0,47
21008,62.1,47
21009,63.8,47
21010,63.3,47
21011,62.8,47
21012,62.6,47
21013,63.0,47
21014,62.4,47
21015,63.2,47
21016,63.1,47
21017,62.9,47
21018,63.0,47
21019,63.4,47
21020,62.9,47
21021,63.4,47
21022,62.8,47
21023,62.7,47
21024,63.1,47
21025,62.6,47
21026,64.8,47
21027,62.7,47
21028,62.9,47
21029,62.8,47
21030,62.8,47
21031,62.8,47
21032,62.6,47
21033,62.9,47
21034,62.5,47
21035,62.6,47
21036,62.7,47
21037,62.8,47
21038,62.8,47
21039,62.7,47
21040,62.5,47
21041,62.9,47
21042,62.4,47
21043,62.4,47
21044,62.8,47
21045,63.0,47
21046,63.0,47
21047,62.6,47
21048,62.8,47
21049,62.9,47
21050,63.0,47
21051,62.5,47
21052,62.8,47
21053,62.8,47
21054,62.7,47
21055,63.4,47
21056,63.0,47
21057,62.8,47
21058,63.1,47
21059,62.6,47
21060,62.6,47
21061,63.8,47
21062,62.8,47
21063,62.9,47
21064,62.7,47
21065,62.9,47
21066,62.5,47
21067,62.7,47
21068,62.8,47
21069,62.8,47
21070,62.9,47
21071,62.9,47
21072,63.9,47
21073,63.3,47
21074,63.2,47
21075,63.2,47
21076,63.1,47
21077,62.8,47
21078,62.8,47
21079,63.1,47
21080,62.9,47
21081,63.3,47
21082,63.5,47
21083,63.0,47
21084,63.2,47
21085,63.2,47
21086,63.3,47
21087,62.8,47
21088,64.1,47
21089,63.1,47
21090,63.5,47
21091,63.2,47
21092,63.0,47
21093,63.1,47
21094,63.8,47
21095,63.1,47
21096,63.3,47
21097,63.4,47
21098,63.6,47
21099,63.4,47
21100,63.1,47
21101,62.9,47
21102,62.4,47
21103,63.2,47
21104,63.3,47
21105,64.3,47
21106,63.4,47
21107,63.5,47
21108,63.1,47
21109,63.2,47
21110,63.6,47
21111,63.9,47
21112,63.8,47
21113,63.8,47
21114,63.9,47
21115,63.5,47
21116,63.5,47
21117,63.6,47
21118,63.6,47
21119,63.8,47
21120,63.8,47
21121,64.4,47
21122,63.9,47
21123,64.0,47
21124,63.5,47
21125,64.0,47
21126,63.6,47
21127,63.9,47
21128,63.8,47
21129,64.2,47
21130,64.1,47
21131,64.0,47
21132,63.9,47
21133,63.6,47
21134,63.9,47
21135,63.7,47
21136,63.4,47
21137,64.0,47
21138,63.9,47
21139,63.5,47
21140,64.6,47
21141,63.8,47
21142,63.8,47
21143,64.1,47
21144,64.2,47
21145,63.2,47
21146,64.2,47
21147,63.5,47
21148,63.9,47
21149,63.9,47
21150,63.4,47
21151,63.9,47
21152,64.0,47
21153,63.2,47
21154,64.2,47
21155,63.4,47
21156,64.0,47
21157,64.0,47
21158,63.8,47
21159,64.0,47
21160,64.1,47
21161,64.8,47
21162,63.9,47
21163,64.0,47
21164,63.9,47
21165,64.3,47
21166,64.4,47
21167,64.3,47
21168,64.1,47
21169,63.7,47
21170,64.0,47
21171,64.3,47
21172,64.4,47
21173,64.4,47
21174,64.2,47
21175,64.4,47
21176,64.4,47
21177,64.1,47
21178,64.0,47
21179,64.3,47
21180,64.8,47
21181,64.2,47
21182,64.0,47
21183,64.4,47
21184,64.0,47
21185,64.9,47
21186,64.4,47
21187,64.2,47
21188,64.3,47
21189,64.1,47
21190,64.4,47
21191,64.2,47
21192,64.3,47
21193,64.3,47
21194,64.0,47
21195,64.5,47
21196,64.5,47
21197,64.8,47
21198,64.5,47
21199,64.4,47
21200,64.5,47
21201,65.6,47
21202,64.4,47
21203,64.4,47
21204,64.6,47
21205,64.4,47
21206,64.4,47
21207,64.3,47
21208,64.7,47
21209,64.8,47
21210,63.3,47
21211,64.8,47
21212,65.8,47
21213,64.8,47
21214,64.5,47
21215,64.5,47
21216,64.6,47
21217,64.4,47
21218,64.8,47
21219,64.7,47
21220,64.7,47
21221,64.6,47
21222,64.5,47
21223,64.3,47
21224,64.7,47
21225,64.8,47
21226,64.7,47
21227,64.4,47
21228,64.5,47
21229,64.4,47
21230,64.4,47
21231,64.7,47
21232,64.6,47
21233,64.4,47
21234,64.6,47
21235,64.6,47
21236,64.9,47
21237,64.6,47
21238,64.7,47
21239,65.1,47
21240,65.3,47
21241,65.3,47
21242,65.0,47
21243,65.0,47
21244,65.4,47
21245,65.4,47
21246,65.1,47
21247,65.2,47
21248,65.8,47
21249,65.1,47
21250,65.2,47
21251,65.2,47
21252,64.3,47
21253,65.0,47
21254,65.3,47
21255,65.0,47
21256,65.3,47
21257,65.2,47
21258,65.0,47
21259,65.7,47
21260,65.2,47
21261,65.7,47
21262,65.1,47
21263,65.0,47
21264,65.1,47
21265,65.5,47
21266,65.3,47
21267,65.3,47
21268,65.3,47
21269,65.7,47
21270,65.0,47
21271,65.6,47
21272,65.6,47
21273,67.7,47
21274,65.3,47
21275,65.9,47
21276,65.7,47
21277,65.7,47
21278,64.7,47
21279,66.0,47
21280,65.5,47
21281,65.8,47
21282,65.5,47
21283,66.0,47
21284,65.5,47
21285,65.3,47
21286,66.0,47
21287,66.6,47
21288,65.9,47
21289,66.3,47
21290,66.3,47
21291,65.9,47
21292,66.5,47
21293,66.3,47
21294,66.7,47
21295,66.2,47
21296,66.4,47
21297,65.5,47
21298,66.4,47
21299,66.3,47
21300,66.2,47
21301,66.5,47
21302,66.4,47
21303,66.8,47
21304,66.6,47
21305,66.3,47
21306,66.2,47
21307,66.6,47
21308,66.4,47
21309,66.5,47
21310,67.1,47
21311,67.0,47
21312,66.9,47
21313,66.8,47
21314,67.0,47
21315,67.0,47
21316,66.6,47
21317,67.2,47
21318,67.4,47
21319,67.5,47
21320,67.5,47
21321,67.3,47
21322,67.6,47
21323,67.6,47
21324,67.8,47
21325,67.9,47
21326,67.7,47
21327,68.0,47
21328,69.0,47
21329,67.6,47
21330,67.8,47
21331,67.7,47
21332,68.2,47
21333,68.2,47
21334,68.7,47
21335,68.0,47
21336,68.6,47
21337,67.8,47
21338,68.9,47
21339,68.6,47
21340,68.8,47
21341,69.0,47
21342,69.1,47
21343,68.7,47
21344,68.9,47
21345,68.8,47
21346,68.7,47
21347,68.9,47
21348,69.0,47
21349,68.9,47
21350,68.9,47
21351,69.0,47
21352,69.0,47
21353,69.1,47
21354,68.7,47
21355,69.4,47
21356,68.1,47
21357,68.9,47
21358,68.9,47
21359,68.9,47
21360,68.9,47
21361,69.2,47
21362,68.8,47
21363,68.9,47
21364,69.1,47
21365,69.2,47
21366,69.1,47
21367,69.3,47
21368,69.3,47
21369,69.1,47
21370,69.1,47
21371,69.2,47
21372,68.9,47
21373,69.1,47
21374,69.2,47
21375,69.1,47
21376,69.4,47
21377,69.4,47
21378,69.3,47
21379,69.1,47
21380,69.5,47
21381,70.6,47
21382,68.0,47
21383,69.1,47
21384,69.1,47
21385,68.8,47
21386,69.4,47
21387,69.2,47
21388,69.3,47
21389,69.7,47
21390,69.1,47
21391,69.1,47
21392,69.6,47
21393,68.9,47
21394,69.2,47
21395,69.4,47
21396,69.3,47
21397,69.6,47
21398,69.3,47
21399,69.2,47
21400,69.5,47
21401,69.3,47
21402,69.6,47
21403,69.7,47
21404,69.5,47
21405,69.4,47
21406,69.4,47
21407,69.2,47
21408,68.6,47
21409,69.4,47
21410,70.1,47
21411,69.4,47
21412,69.4,47
21413,69.6,47
21414,69.7,47
21415,69.4,47
21416,69.6,47
21417,69.2,47
21418,69.5,47
21419,69.5,47
21420,69.3,47
21421,69.0,47
21422,69.8,47
21423,69.0,47
21424,69.7,47
21425,69.3,47
21426,70.3,47
21427,69.6,47
21428,69.9,47
21429,69.2,47
21430,69.6,47
21431,69.9,47
21432,69.8,47
21433,69.4,47
21434,70.0,47
21435,69.9,47
21436,69.8,47
21437,69.7,47
21438,69.9,47
21439,69.0,47
21440,69.8,47
21441,69.3,47
21442,69.8,47
21443,69.7,47
21444,69.7,47
21445,69.7,47
21446,70.0,47
21447,69.6,47
21448,69.9,47
21449,69.7,47
21450,70.0,47
21451,69.8,47
21452,70.0,47
21453,69.6,47
21454,69.1,47
21455,70.0,47
21456,70.1,47
21457,69.9,47
21458,69.8,47
21459,70.2,47
21460,69.5,47
21461,69.9,47
21462,70.0,47
21463,70.1,47
21464,70.7,47
21465,70.0,47
21466,69.8,47
21467,69.7,47
21468,70.0,47
21469,69.5,47
21470,69.4,47
21471,70.2,47
21472,70.1,47
21473,69.8,47
21474,70.1,47
21475,70.3,47
21476,70.1,47
21477,70.0,47
21478,70.3,47
21479,70.1,47
21480,70.3,47
21481,70.1,47
21482,70.2,47
21483,69.4,47
21484,69.7,47
21485,70.0,47
21486,69.7,47
21487,70.0,47
21488,70.1,47
21489,69.6,47
21490,69.8,47
21491,69.8,47
21492,68.8,47
21493,70.1,47
21494,69.2,47
21495,70.1,47
21496,69.3,47
21497,69.7,47
21498,69.2,47
21499,69.2,47
21500,69.6,47
21501,69.9,47
21502,69.0,47
21503,69.5,47
21504,68.5,47
21505,68.8,47
21506,69.2,47
21507,69.2,47
21508,69.9,47
21509,69.0,47
21510,68.8,47
21511,68.7,47
21512,68.9,47
21513,68.7,47
21514,69.7,47
21515,68.7,47
21516,68.8,47
21517,68.2,47
21518,68.5,47
21519,67.6,47
21520,68.8,47
21521,67.9,47
21522,67.4,47
21523,67.4,47
21524,67.6,47
21525,67.7,47
21526,67.3,47
21527,67.2,47
21528,67.3,47
21529,67.0,47
21530,67.3,47
21531,66.6,47
21532,66.9,47
21533,67.0,47
21534,66.8,47
21535,66.6,47
21536,66.1,47
21537,66.3,47
21538,66.4,47
21539,66.3,47
21540,66.4,47
21541,66.4,47
21542,66.1,47
21543,66.0,17
21544,66.1,17
21545,66.0,17
21546,65.5,17
21547,65.5,17
21548,65.6,17
21549,65.7,17
21550,65.5,17
21551,65.5,17
21552,65.9,17
21553,65.2,17
21554,65.2,17
21555,65.1,17
21556,65.1,17
21557,64.7,17
21558,64.6,17
21559,63.7,17
21560,64.1,17
21561,63.9,17
21562,63.9,17
21563,62.2,17
21564,62.8,17
21565,61.9,17
21566,61.4,17
21567,61.2,17
21568,61.5,17
21569,60.8,17
21570,60.6,17
21571,60.1,17
21572,59.3,17
21573,60.1,17
21574,59.7,17
21575,59.3,17
21576,60.0,17
21577,58.4,17
21578,58.6,17
21579,58.1,17
21580,58.2,17
21581,57.8,17
21582,57.3,17
21583,57.4,17
21584,56.9,17
21585,56.4,17
21586,56.5,17
21587,55.9,17
21588,56.1,17
21589,55.3,17
21590,55.2,17
21591,54.7,17
21592,54.9,17
21593,55.0,17
21594,53.9,17
21595,53.9,17
21596,52.6,17
21597,53.7,17
21598,53.2,17
21599,53.8,17
21600,53.0,17
21601,53.0,17
21602,53.5,17
21603,52.3,17
21604,52.3,17
21605,51.5,17
21606,51.7,17
21607,51.0,17
21608,51.4,17
21609,51.1,17
21610,50.7,17
21611,50.9,17
21612,50.4,17
21613,50.0,17
21614,49.6,17
21615,49.9,17
21616,49.8,17
21617,49.7,17
21618,49.5,17
21619,49.4,17
21620,48.9,17
21621,49.0,17
21622,48.5,17
21623,48.6,17
21624,48.3,17
21625,48.5,17
21626,48.4,17
21627,48.2,17
21628,47.8,17
21629,47.6,17
21630,48.1,17
21631,47.5,17
21632,47.6,17
21633,48.1,17
21634,47.4,17
21635,47.0,17
21636,47.0,17
21637,47.1,17
21638,47.1,17
21639,47.2,17
21640,46.8,17
21641,46.4,17
21642,46.8,17
21643,46.3,17
21644,46.4,17
21645,46.0,17
21646,46.3,17
21647,46.0,17
21648,46.1,17
21649,46.7,17
21650,45.7,17
21651,45.8,17
21652,45.4,17
21653,45.5,17
21654,45.8,17
21655,45.5,17
21656,45.4,47
21657,45.2,47
21658,45.0,47
21659,45.0,47
21660,45.0,47
21661,44.9,47
21662,44.6,47
21663,44.7,47
21664,44.6,47
21665,44.4,47
21666,43.9,47
21667,44.3,47
21668,44.4,47
21669,44.2,47
21670,44.2,47
21671,44.4,47
21672,44.3,47
21673,44.1,47
21674,44.2,47
21675,44.3,47
21676,44.3,47
21677,44.8,47
21678,44.2,47
21679,44.3,47
21680,44.0,47
21681,44.4,47
21682,44.6,47
21683,44.7,47
21684,44.9,47
21685,44.6,47
21686,44.5,47
21687,45.1,47
21688,45.1,47
21689,45.5,47
21690,44.9,47
21691,45.1,47
21692,45.2,47
21693,45.3,47
21694,45.8,47
21695,45.5,47
21696,46.1,47
21697,45.9,47
21698,45.8,47
21699,47.0,47
21700,46.5,47
21701,47.2,47
21702,47.4,47
21703,47.0,47
21704,47.2,47
21705,47.1,47
21706,47.6,47
21707,46.7,47
21708,48.0,47
21709,48.1,47
21710,48.4,47
21711,48.3,47
21712,48.5,47
21713,48.3,47
21714,48.7,47
21715,48.8,47
21716,49.1,47
21717,50.0,47
21718,49.3,47
21719,49.8,47
21720,50.4,47
21721,50.5,47
21722,50.4,47
21723,50.7,47
21724,50.6,47
21725,50.9,47
21726,50.8,47
21727,50.9,47
21728,51.5,47
21729,51.6,47
21730,51.4,47
21731,52.0,47
21732,52.1,47
21733,52.2,47
21734,52.6,47
21735,52.3,47
21736,52.6,47
21737,52.4,47
21738,53.2,47
21739,51.8,47
21740,51.9,47
21741,53.3,47
21742,53.3,47
21743,53.1,47
21744,53.5,47
21745,53.4,47
21746,53.9,47
21747,53.7,47
21748,54.4,47
21749,54.4,47
21750,54.3,47
21751,54.6,47
21752,55.0,47
21753,55.0,47
21754,54.9,47
21755,54.9,47
21756,55.3,47
21757,54.7,47
21758,55.1,47
21759,55.6,47
21760,55.5,47
21761,56.0,47
21762,55.6,47
21763,55.9,47
21764,55.8,47
21765,55.7,47
21766,56.3,47
21767,56.1,47
21768,55.5,47
21769,56.1,47
21770,56.5,47
21771,56.7,47
21772,56.1,47
21773,56.3,47
21774,56.7,47
21775,57.2,47
21776,56.7,47
21777,57.3,47
21778,57.1,47
21779,57.3,47
21780,57.3,47
21781,57.5,47
21782,57.5,47
21783,57.7,47
21784,58.4,47
21785,57.7,47
21786,58.0,47
21787,57.7,47
21788,57.8,47
21789,58.0,47
21790,57.7,47
21791,58.4,47
21792,58.1,47
21793,58.1,47
21794,58.3,47
21795,58.4,47
21796,58.7,47
21797,58.3,47
21798,58.4,47
21799,59.7,47
21800,57.3,47
21801,58.8,47
21802,58.6,47
21803,58.9,47
21804,58.6,47
21805,58.7,47
21806,58.7,47
21807,58.8,47
21808,58.5,47
21809,59.2,47
21810,58.8,47
21811,59.1,47
21812,59.0,47
21813,59.3,47
21814,58.6,47
21815,58.7,47
21816,58.8,47
21817,59.2,47
21818,59.3,47
21819,59.6,47
21820,59.2,47
21821,59.4,47
21822,59.3,47
21823,59.6,47
21824,59.4,47
21825,59.7,47
21826,59.5,47
21827,59.0,47
21828,60.0,47
21829,59.4,47
21830,59.9,47
21831,59.0,47
21832,59.9,47
21833,59.7,47
21834,59.4,47
21835,60.1,47
21836,59.9,47
21837,59.6,47
21838,60.0,47
21839,60.2,47
21840,59.9,47
21841,59.9,47
21842,60.0,47
21843,59.8,47
21844,60.2,47
21845,59.8,47
21846,59.9,47
21847,58.9,47
21848,60.1,47
21849,59.8,47
21850,59.8,47
21851,59.8,47
21852,60.1,47
21853,59.7,47
21854,60.3,47
21855,60.2,47
21856,60.0,47
21857,60.2,47
21858,60.1,47
21859,60.3,47
21860,60.1,47
21861,60.4,47
21862,60.5,47
21863,60.4,47
21864,60.2,47
21865,59.2,47
21866,60.7,47
21867,60.6,47
21868,60.4,47
21869,61.6,47
21870,60.4,47
21871,59.7,47
21872,59.2,47
21873,60.5,47
21874,60.3,47
21875,61.3,47
21876,60.5,47
21877,60.6,47
21878,62.6,47
21879,60.8,47
21880,60.7,47
21881,60.8,47
21882,60.5,17
21883,60.4,17
21884,60.7,17
21885,60.6,17
21886,60.8,17
21887,60.8,17
21888,60.9,17
21889,60.6,17
21890,60.6,17
21891,60.3,17
21892,60.4,17
21893,60.4,17
21894,60.7,17
21895,60.6,17
21896,60.5,17
21897,60.4,17
21898,60.2,17
21899,60.1,17
21900,60.0,17
21901,59.7,17
21902,59.8,17
21903,59.7,17
21904,59.6,17
21905,59.4,17
21906,59.4,17
21907,58.9,17
21908,58.8,17
21909,58.8,17
21910,58.7,17
21911,58.2,17
21912,57.9,17
21913,57.1,17
21914,57.3,17
21915,57.2,17
21916,56.2,17
21917,56.7,17
21918,56.1,17
21919,56.5,17
21920,55.8,17
21921,55.3,17
21922,55.2,17
21923,54.3,17
21924,53.4,17
21925,53.2,17
21926,52.0,17
21927,52.2,17
21928,51.6,17
21929,50.9,17
21930,51.1,17
21931,50.1,17
21932,49.7,17
21933,49.4,17
21934,48.9,17
21935,48.1,17
21936,48.2,17
21937,48.1,17
21938,47.7,17
21939,47.0,17
21940,46.7,17
21941,47.6,17
21942,46.1,17
21943,46.1,17
21944,45.6,17
21945,45.9,17
21946,45.5,17
21947,44.9,17
21948,44.8,17
21949,44.5,17
21950,44.1,17
21951,43.9,17
21952,43.7,17
21953,43.5,17
21954,43.9,17
21955,43.6,17
21956,43.5,17
21957,42.9,17
21958,42.6,17
21959,42.9,17
21960,42.8,17
21961,42.7,17
21962,42.4,17
21963,42.4,17
21964,42.2,17
21965,41.8,17
21966,42.3,17
21967,41.9,17
21968,41.6,17
21969,41.6,17
21970,41.3,17
21971,41.4,17
21972,40.9,17
21973,41.1,17
21974,41.3,17
21975,41.1,17
21976,41.0,17
21977,41.2,17
21978,41.0,17
21979,41.3,17
21980,40.9,17
21981,40.9,17
21982,40.4,17
21983,40.5,17
21984,40.7,17
21985,40.7,17
21986,40.5,17
21987,40.5,17
21988,39.6,17
21989,40.9,17
21990,40.7,17
21991,40.5,17
21992,40.3,17
21993,39.3,17
21994,40.4,17
21995,40.6,17
21996,40.2,17
21997,40.3,17
21998,40.1,17
21999,41.2,17
22000,40.3,17
22001,40.3,17
22002,40.1,17
22003,39.9,17
22004,39.9,17
22005,40.2,17
22006,40.4,17
22007,39.8,17
22008,39.6,17
22009,40.4,17
22010,39.9,17
22011,39.7,17
22012,39.8,17
22013,39.5,17
22014,39.8,17
22015,39.0,17
22016,39.7,17
22017,39.7,17
22018,39.4,17
22019,39.4,17
22020,39.5,17
22021,39.7,17
22022,39.4,17
22023,39.1,17
22024,39.3,17
22025,38.8,17
22026,39.2,17
22027,39.9,17
22028,39.2,17
22029,39.3,17
22030,39.1,17
22031,38.9,17
22032,39.0,17
22033,39.1,17
22034,39.1,17
22035,38.4,17
22036,38.2,17
22037,38.6,17
22038,38.0,17
22039,37.9,17
22040,38.3,17
22041,37.8,17
22042,37.9,17
22043,37.7,17
22044,37.9,17
22045,37.9,17
22046,38.0,17
22047,37.8,17
22048,37.9,17
22049,37.9,17
22050,37.6,17
22051,37.9,17
22052,37.7,17
22053,36.5,17
22054,37.8,17
22055,37.8,17
22056,37.8,17
22057,38.0,17
22058,38.1,17
22059,37.7,17
22060,37.9,17
22061,38.3,17
22062,37.7,17
22063,37.5,17
22064,37.9,17
22065,38.0,17
22066,38.1,17
22067,37.9,17
22068,37.8,17
22069,38.0,17
22070,37.5,17
22071,37.9,17
22072,37.5,17
22073,37.5,17
22074,37.7,17
22075,38.1,17
22076,38.0,17
22077,38.0,17
22078,37.9,17
22079,37.8,17
22080,37.5,17
22081,37.5,17
22082,37.9,17
22083,38.1,17
22084,38.0,17
22085,37.7,17
22086,37.7,17
22087,37.6,17
22088,37.9,17
22089,37.8,17
22090,38.1,17
22091,38.0,17
22092,37.5,17
22093,37.8,17
22094,37.8,17
22095,38.2,17
22096,38.1,17
22097,37.8,17
22098,38.0,17
22099,37.7,17
22100,37.9,17
22101,38.2,17
22102,37.8,17
22103,37.7,17
22104,37.9,17
22105,37.6,17
22106,38.1,17
22107,38.1,17
22108,37.9,17
22109,38.9,17
22110,37.9,17
22111,37.6,17
22112,38.0,17
22113,38.3,17
22114,38.6,17
22115,37.8,17
22116,37.8,17
22117,37.7,17
22118,37.6,17
22119,37.8,17
22120,38.2,17
22121,38.1,17
22122,38.4,17
22123,38.5,17
22124,38.5,17
22125,38.8,17
22126,39.3,17
22127,39.0,17
22128,38.8,17
22129,39.0,17
22130,39.0,17
22131,39.0,17
22132,40.0,17
22133,39.1,17
22134,38.7,17
22135,39.1,17
22136,39.1,17
22137,39.1,17
22138,39.6,17
22139,38.5,17
22140,39.1,17
22141,38.9,17
22142,39.1,17
22143,39.4,17
22144,39.1,17
22145,39.1,17
22146,40.0,17
22147,40.6,17
22148,41.4,17
22149,42.1,17
22150,42.3,17
22151,42.8,17
22152,43.0,17
22153,43.7,17
22154,43.5,17
22155,44.4,17
22156,44.6,17
22157,45.1,17
22158,45.3,17
22159,45.4,17
22160,46.1,17
22161,46.6,17
22162,47.3,17
22163,48.3,17
22164,48.1,17
22165,48.3,17
22166,48.7,17
22167,49.4,17
22168,49.9,17
22169,50.5,17
22170,50.1,17
22171,51.3,17
22172,52.1,17
22173,51.8,17
22174,52.8,17
22175,53.4,17
22176,54.7,17
22177,54.9,17
22178,55.0,17
22179,56.2,17
22180,58.0,17
22181,60.4,17
22182,63.1,17
22183,63.9,17
22184,64.5,17
22185,64.9,17
22186,65.6,17
22187,66.0,17
22188,66.6,17
22189,67.3,17
22190,67.7,17
22191,69.1,17
22192,70.1,17
22193,70.8,17
22194,71.4,17
22195,72.1,17
22196,72.3,17
22197,73.6,17
22198,73.8,17
22199,74.5,17
22200,74.9,17
22201,75.3,17
22202,76.2,17
22203,76.3,17
22204,76.7,17
22205,76.4,17
22206,77.6,17
22207,78.3,17
22208,77.7,17
22209,77.7,17
22210,76.6,17
22211,75.3,17
22212,74.3,17
22213,73.8,17
22214,72.7,17
22215,71.6,17
22216,71.5,17
22217,70.3,17
22218,69.8,17
22219,68.6,17
22220,68.4,17
22221,69.2,17
22222,69.1,17
22223,68.8,17
22224,69.0,17
22225,68.9,17
22226,68.6,17
22227,68.7,17
22228,68.7,17
22229,69.5,17
22230,70.1,17
22231,70.4,17
22232,70.3,17
22233,71.0,17
22234,71.3,17
22235,71.1,17
22236,70.5,17
22237,69.0,17
22238,68.1,17
22239,67.6,17
22240,67.6,17
22241,67.2,17
22242,67.8,17
22243,69.4,17
22244,71.1,17
22245,71.9,17
22246,72.1,17
22247,72.2,17
22248,72.8,17
22249,72.9,17
22250,73.2,17
22251,73.4,17
22252,73.0,17
22253,72.1,17
22254,74.4,17
22255,75.3,17
22256,76.2,17
22257,76.7,17
22258,77.8,17
22259,78.5,17
22260,78.1,17
22261,78.4,17
22262,78.9,17
22263,78.7,17
22264,78.4,17
22265,78.1,17
22266,77.8,17
22267,77.1,17
22268,77.3,17
22269,76.6,17
22270,77.4,17
22271,77.3,17
22272,77.5,17
22273,77.4,17
22274,76.9,17
22275,77.1,17
22276,76.8,17
22277,77.0,17
22278,76.8,17
22279,76.2,17
22280,75.3,17
22281,74.5,17
22282,74.3,17
22283,74.5,17
22284,73.7,17
22285,73.4,17
22286,73.5,17
22287,73.1,17
22288,73.3,17
22289,73.8,17
22290,73.7,17
22291,73.3,17
22292,73.8,17
22293,73.6,17
22294,73.8,17
22295,73.6,17
22296,73.9,17
22297,74.4,17
22298,74.1,17
22299,74.4,17
22300,74.5,17
22301,74.6,17
22302,74.6,17
22303,75.1,17
22304,75.3,17
22305,75.3,17
22306,75.7,17
22307,75.6,17
22308,75.8,17
22309,77.2,17
22310,75.6,17
22311,75.1,17
22312,75.7,17
22313,75.0,17
22314,75.2,17
22315,75.9,17
22316,74.8,17
22317,75.4,17
22318,74.9,17
22319,75.5,17
22320,75.0,17
22321,75.3,17
22322,75.7,17
22323,75.1,17
22324,74.9,17
22325,75.1,17
22326,75.4,17
22327,74.9,17
22328,75.3,17
22329,75.0,17
22330,75.9,17
22331,74.8,17
22332,75.1,17
22333,75.1,47
22334,75.2,47
22335,74.9,47
22336,74.0,47
22337,74.7,47
22338,75.3,47
22339,74.9,47
22340,75.0,47
22341,74.6,47
22342,74.2,47
22343,75.8,47
22344,74.8,47
22345,75.1,47
22346,74.5,47
22347,75.3,47
22348,75.8,47
22349,76.1,47
22350,75.9,47
22351,75.8,47
22352,75.9,47
22353,76.6,47
22354,76.7,47
22355,77.2,47
22356,78.3,47
22357,79.7,47
22358,81.0,47
22359,82.3,47
22360,84.4,47
22361,84.0,47
22362,86.6,47
22363,87.4,47
22364,88.7,47
22365,88.7,47
22366,89.1,47
22367,90.0,47
22368,90.8,47
22369,91.2,47
22370,91.6,47
22371,92.2,47
22372,92.8,47
22373,93.1,47
22374,93.5,47
22375,93.6,47
22376,94.0,47
22377,94.6,47
22378,94.8,47
22379,95.1,47
22380,95.4,47
22381,95.7,47
22382,95.3,47
22383,95.5,47
22384,95.7,47
22385,95.1,47
22386,95.9,47
22387,95.3,47
22388,96.3,47
22389,96.6,47
22390,96.8,47
22391,97.1,47
22392,97.5,47
22393,97.8,47
22394,98.0,47
22395,98.3,47
22396,98.2,47
22397,98.6,47
22398,98.7,47
22399,99.2,47
22400,99.3,47
22401,98.9,47
22402,100.0,47
22403,99.9,47
22404,99.6,47
22405,100.3,47
22406,99.9,47
22407,100.2,47
22408,100.0,47
22409,99.9,47
22410,99.5,47
22411,100.2,47
22412,100.0,47
22413,100.1,47
22414,100.2,47
22415,99.7,47
22416,99.5,47
22417,100.3,47
22418,100.0,47
22419,100.1,47
22420,100.0,47
22421,100.1,47
22422,100.6,47
22423,99.4,47
22424,100.0,47
22425,99.5,47
22426,99.9,47
22427,99.1,47
22428,99.1,47
22429,97.1,47
22430,98.6,47
22431,98.4,47
22432,97.6,47
22433,98.0,47
22434,98.0,47
22435,97.9,47
22436,97.5,47
22437,97.8,47
22438,96.4,47
22439,97.3,47
22440,97.3,47
22441,97.7,47
22442,97.5,47
22443,97.8,47
22444,97.9,47
22445,97.6,47
22446,97.8,47
22447,97.2,47
22448,97.8,47
22449,97.9,47
22450,98.1,47
22451,99.8,47
22452,98.3,47
22453,98.6,47
22454,98.2,47
22455,98.4,47
22456,98.5,47
22457,98.8,47
22458,97.8,47
22459,98.6,47
22460,98.4,47
22461,98.9,47
22462,98.7,47
22463,99.8,47
22464,99.0,47
22465,98.8,47
22466,98.6,47
22467,99.0,47
22468,98.9,47
22469,98.9,47
22470,98.7,47
22471,99.0,47
22472,99.0,47
22473,99.0,47
22474,99.0,47
22475,99.0,47
22476,99.2,47
22477,99.1,47
22478,99.3,47
22479,99.4,47
22480,99.4,47
22481,99.0,47
22482,98.8,47
22483,99.4,47
22484,99.4,47
22485,99.2,47
22486,100.6,47
22487,99.3,47
22488,99.1,47
22489,100.0,47
22490,100.2,47
22491,98.5,47
22492,99.5,47
22493,99.4,47
22494,99.4,47
22495,99.7,47
22496,99.6,47
22497,99.7,47
22498,100.0,47
22499,99.7,47
22500,97.7,47
22501,99.7,47
22502,100.3,47
22503,99.5,47
22504,100.0,47
22505,100.1,47
22506,100.3,47
22507,100.1,47
22508,99.8,47
22509,99.6,47
22510,99.1,47
22511,99.8,47
22512,99.1,47
22513,99.0,47
22514,98.3,47
22515,98.8,47
22516,98.5,47
22517,98.4,47
22518,98.1,47
22519,97.8,47
22520,97.4,47
22521,97.4,47
22522,96.9,47
22523,96.5,47
22524,95.2,47
22525,94.0,47
22526,92.4,47
