Time,mVResist,mVAmb,deltaTFinal,dc PWM
12411,672,266,40.6,51
12412,673,278,39.5,51
12413,675,275,40.0,51
12414,680,273,40.7,51
12415,682,274,40.8,51
12416,684,272,41.2,51
12417,684,275,40.9,51
12418,689,275,41.4,51
12419,686,274,41.2,51
12420,692,275,41.7,51
12421,693,275,41.8,51
12422,696,274,42.2,51
12423,697,274,42.3,51
12424,703,273,43.0,51
12425,700,272,42.8,51
12426,705,278,42.7,51
12427,707,275,43.2,51
12428,708,273,43.5,51
12429,710,274,43.6,51
12430,710,271,43.9,51
12431,710,272,43.8,51
12432,714,277,43.7,51
12433,715,274,44.1,51
12434,719,272,44.7,51
12435,720,273,44.7,51
12436,722,279,44.3,51
12437,723,278,44.5,51
12438,728,274,45.4,51
12439,724,274,45.0,51
12440,725,272,45.3,51
12441,732,272,46.0,51
12442,730,276,45.4,51
12443,732,273,45.9,51
12444,736,273,46.3,51
12445,736,275,46.1,51
12446,735,275,46.0,51
12447,736,277,45.9,51
12448,736,273,46.3,51
12449,739,275,46.4,21
12450,736,274,46.2,21
12451,736,277,45.9,21
12452,736,274,46.2,21
12453,735,277,45.8,21
12454,732,271,46.1,21
12455,733,272,46.1,21
12456,728,273,45.5,21
12457,727,276,45.1,21
12458,723,275,44.8,21
12459,721,276,44.5,21
12460,718,273,44.5,21
12461,712,274,43.8,21
12462,709,275,43.4,21
12463,707,275,43.2,21
12464,702,283,41.9,21
12465,699,273,42.6,21
12466,695,273,42.2,21
12467,691,276,41.5,21
12468,685,273,41.2,21
12469,684,276,40.8,21
12470,682,272,41.0,21
12471,677,275,40.2,21
12472,673,273,40.0,21
12473,667,273,39.4,21
12474,666,274,39.2,21
12475,660,270,39.0,21
12476,658,275,38.3,21
12477,657,273,38.4,51
12478,652,276,37.6,51
12479,653,276,37.7,51
12480,650,273,37.7,51
12481,651,277,37.4,51
12482,653,281,37.2,51
12483,658,271,38.7,51
12484,666,272,39.4,51
12485,654,273,38.1,51
12486,657,273,38.4,51
12487,656,273,38.3,51
12488,658,275,38.3,51
12489,658,272,38.6,51
12490,658,272,38.6,51
12491,663,270,39.3,51
12492,669,273,39.6,51
12493,666,273,39.3,51
12494,669,274,39.5,51
12495,672,274,39.8,51
12496,675,276,39.9,51
12497,680,272,40.8,51
12498,681,275,40.6,51
12499,683,276,40.7,51
12500,684,278,40.6,51
12501,688,273,41.5,51
12502,690,275,41.5,51
12503,693,274,41.9,51
12504,694,273,42.1,51
12505,698,272,42.6,51
12506,699,275,42.4,51
12507,701,273,42.8,51
12508,704,273,43.1,51
12509,706,274,43.2,51
12510,710,275,43.5,51
12511,710,273,43.7,51
12512,710,271,43.9,51
12513,714,273,44.1,51
12514,711,274,43.7,51
12515,714,274,44.0,51
12516,720,273,44.7,51
12517,718,273,44.5,51
12518,720,271,44.9,51
12519,724,274,45.0,51
12520,723,273,45.0,51
12521,725,271,45.4,51
12522,730,272,45.8,51
12523,731,273,45.8,51
12524,728,273,45.5,51
12525,733,272,46.1,51
12526,736,272,46.4,51
12527,735,273,46.2,51
12528,736,272,46.4,51
12529,736,274,46.2,51
12530,738,275,46.3,51
12531,737,275,46.2,51
12532,739,272,46.7,51
12533,740,273,46.7,21
12534,740,274,46.6,21
12535,740,273,46.7,21
12536,741,273,46.8,21
12537,744,275,46.9,21
12538,736,272,46.4,21
12539,736,276,46.0,21
12540,733,272,46.1,21
12541,732,278,45.4,21
12542,724,272,45.2,21
12543,722,272,45.0,21
12544,722,274,44.8,21
12545,712,275,43.7,21
12546,710,274,43.6,21
12547,709,271,43.8,21
12548,702,275,42.7,21
12549,702,273,42.9,21
12550,697,273,42.4,21
12551,693,275,41.8,21
12552,686,273,41.3,21
12553,684,272,41.2,21
12554,683,276,40.7,21
12555,683,273,41.0,21
12556,667,276,39.1,21
12557,670,273,39.7,21
12558,666,272,39.4,21
12559,666,271,39.5,21
12560,660,273,38.7,21
12561,656,273,38.3,51
12562,656,273,38.3,51
12563,650,273,37.7,51
12564,653,275,37.8,51
12565,653,272,38.1,51
12566,654,270,38.4,51
12567,651,272,37.9,51
12568,654,276,37.8,51
12569,657,273,38.4,51
12570,658,275,38.3,51
12571,658,275,38.3,51
12572,659,273,38.6,51
12573,660,273,38.7,51
12574,665,279,38.6,51
12575,665,273,39.2,51
12576,668,272,39.6,51
12577,672,273,39.9,51
12578,673,275,39.8,51
12579,673,271,40.2,51
12580,680,272,40.8,51
12581,678,274,40.4,51
12582,683,275,40.8,51
12583,685,273,41.2,51
12584,685,279,40.6,51
12585,690,274,41.6,51
12586,690,272,41.8,51
12587,694,273,42.1,51
12588,696,286,41.0,51
12589,697,273,42.4,51
12590,702,273,42.9,51
12591,706,273,43.3,51
12592,702,275,42.7,51
12593,706,272,43.4,51
12594,710,273,43.7,51
12595,710,273,43.7,51
12596,711,271,44.0,51
12597,717,271,44.6,51
12598,715,272,44.3,51
12599,718,274,44.4,51
12600,722,271,45.1,51
12601,723,273,45.0,51
12602,722,273,44.9,51
12603,724,273,45.1,51
12604,728,270,45.8,51
12605,728,273,45.5,51
12606,731,273,45.8,51
12607,731,272,45.9,51
12608,733,283,45.0,51
12609,734,272,46.2,51
12610,732,274,45.8,51
12611,736,271,46.5,51
12612,736,273,46.3,51
12613,736,272,46.4,51
12614,738,272,46.6,51
12615,740,274,46.6,51
12616,741,272,46.9,51
12617,744,278,46.6,51
12618,741,271,47.0,51
12619,747,272,47.5,51
12620,744,274,47.0,51
12621,746,273,47.3,51
12622,747,275,47.2,51
12623,747,275,47.2,51
12624,747,274,47.3,51
12625,748,272,47.6,51
12626,751,273,47.8,51
12627,751,273,47.8,51
12628,750,273,47.7,51
12629,753,273,48.0,51
12630,756,273,48.3,51
12631,754,275,47.9,51
12632,756,270,48.6,51
12633,756,272,48.4,51
12634,757,271,48.6,51
12635,756,273,48.3,51
12636,757,275,48.2,51
12637,760,272,48.8,51
12638,760,273,48.7,51
12639,761,273,48.8,51
12640,760,273,48.7,51
12641,761,278,48.3,51
12642,761,270,49.1,51
12643,761,273,48.8,51
12644,761,272,48.9,51
12645,761,275,48.6,51
12646,763,271,49.2,51
12647,764,273,49.1,51
12648,762,274,48.8,51
12649,762,275,48.7,51
12650,763,275,48.8,51
12651,762,272,49.0,51
12652,764,273,49.1,51
12653,764,283,48.1,51
12654,765,273,49.2,51
12655,764,273,49.1,51
12656,767,269,49.8,51
12657,775,273,50.2,51
12658,764,276,48.8,51
12659,767,271,49.6,51
12660,765,272,49.3,51
12661,770,274,49.6,51
12662,769,274,49.5,51
12663,766,271,49.5,51
12664,765,270,49.5,51
12665,770,271,49.9,51
12666,770,274,49.6,51
12667,767,273,49.4,51
12668,767,271,49.6,51
12669,769,276,49.3,51
12670,774,274,50.0,51
12671,771,273,49.8,51
12672,766,272,49.4,51
12673,766,276,49.0,51
12674,774,274,50.0,51
12675,771,277,49.4,51
12676,769,272,49.7,51
12677,770,271,49.9,51
12678,768,272,49.6,51
12679,770,282,48.8,51
12680,770,272,49.8,51
12681,771,273,49.8,51
12682,770,273,49.7,51
12683,770,278,49.2,51
12684,772,275,49.7,51
12685,772,273,49.9,51
12686,769,273,49.6,51
12687,773,274,49.9,51
12688,769,273,49.6,51
12689,772,275,49.7,51
12690,773,278,49.5,51
12691,774,273,50.1,51
12692,771,273,49.8,51
12693,772,273,49.9,51
12694,773,274,49.9,51
12695,770,273,49.7,51
12696,772,274,49.8,51
12697,773,272,50.1,51
12698,772,273,49.9,51
12699,771,274,49.7,51
12700,770,273,49.7,51
12701,774,272,50.2,51
12702,770,275,49.5,51
12703,772,274,49.8,51
12704,772,273,49.9,51
12705,772,275,49.7,51
12706,770,275,49.5,51
12707,770,273,49.7,51
12708,770,271,49.9,51
12709,769,273,49.6,51
12710,772,273,49.9,51
12711,770,273,49.7,51
12712,770,273,49.7,51
12713,772,276,49.6,51
12714,770,271,49.9,51
12715,772,276,49.6,51
12716,770,271,49.9,51
12717,772,273,49.9,51
12718,774,274,50.0,51
12719,775,275,50.0,51
12720,770,274,49.6,51
12721,774,273,50.1,51
12722,774,272,50.2,51
12723,774,273,50.1,51
12724,773,274,49.9,51
12725,774,282,49.2,51
12726,774,272,50.2,51
12727,777,273,50.4,51
12728,775,273,50.2,51
12729,778,271,50.7,51
12730,778,276,50.2,51
12731,776,272,50.4,51
12732,776,275,50.1,51
12733,775,272,50.3,51
12734,776,276,50.0,51
12735,777,272,50.5,51
12736,778,271,50.7,51
12737,777,272,50.5,51
12738,775,276,49.9,51
12739,777,273,50.4,51
12740,777,271,50.6,51
12741,777,271,50.6,51
12742,775,273,50.2,51
12743,776,274,50.2,51
12744,777,273,50.4,51
12745,776,270,50.6,51
12746,778,270,50.8,51
12747,775,276,49.9,51
12748,778,271,50.7,51
12749,778,270,50.8,51
12750,776,271,50.5,51
12751,787,275,51.2,51
12752,778,277,50.1,51
12753,777,271,50.6,51
12754,775,276,49.9,51
12755,776,272,50.4,51
12756,778,282,49.6,51
12757,776,273,50.3,51
12758,776,274,50.2,51
12759,776,291,48.5,51
12760,780,269,51.1,51
12761,779,275,50.4,51
12762,778,274,50.4,51
12763,787,272,51.5,51
12764,777,273,50.4,51
12765,775,272,50.3,51
12766,779,273,50.6,51
12767,777,272,50.5,51
12768,778,276,50.2,51
12769,780,272,50.8,51
12770,778,281,49.7,51
12771,786,276,51.0,51
12772,779,273,50.6,51
12773,778,273,50.5,51
12774,780,273,50.7,51
12775,780,276,50.4,51
12776,780,272,50.8,51
12777,778,270,50.8,51
12778,783,273,51.0,51
12779,780,274,50.6,51
12780,782,274,50.8,51
12781,782,272,51.0,51
12782,781,273,50.8,51
12783,781,273,50.8,51
12784,783,271,51.2,51
12785,779,273,50.6,51
12786,785,275,51.0,51
12787,783,274,50.9,51
12788,779,281,49.8,51
12789,783,272,51.1,51
12790,776,273,50.3,51
12791,780,275,50.5,51
12792,784,275,50.9,51
12793,786,273,51.3,51
12794,783,274,50.9,51
12795,785,270,51.5,51
12796,785,276,50.9,51
12797,786,273,51.3,51
12798,785,270,51.5,51
12799,786,274,51.2,51
12800,785,274,51.1,51
12801,782,273,50.9,51
12802,782,275,50.7,51
12803,782,274,50.8,51
12804,785,273,51.2,51
12805,786,270,51.6,51
12806,785,274,51.1,51
12807,782,271,51.1,51
12808,783,275,50.8,51
12809,783,275,50.8,51
12810,782,274,50.8,51
12811,783,272,51.1,51
12812,783,275,50.8,51
12813,782,272,51.0,21
12814,778,270,50.8,21
12815,779,273,50.6,21
12816,780,271,50.9,21
12817,774,274,50.0,21
12818,776,274,50.2,21
12819,769,273,49.6,21
12820,764,276,48.8,21
12821,764,273,49.1,21
12822,759,270,48.9,21
12823,753,271,48.2,21
12824,750,271,47.9,21
12825,744,273,47.1,21
12826,740,275,46.5,21
12827,736,273,46.3,21
12828,731,271,46.0,21
12829,725,274,45.1,21
12830,724,273,45.1,21
12831,715,274,44.1,21
12832,711,273,43.8,21
12833,710,273,43.7,21
12834,704,277,42.7,21
12835,700,273,42.7,21
12836,698,273,42.5,21
12837,692,273,41.9,21
12838,688,276,41.2,21
12839,684,273,41.1,21
12840,682,275,40.7,21
12841,677,273,40.4,51
12842,670,272,39.8,51
12843,672,272,40.0,51
12844,669,274,39.5,51
12845,662,275,38.7,51
12846,669,273,39.6,51
12847,669,273,39.6,51
12848,671,272,39.9,51
12849,669,273,39.6,51
12850,672,274,39.8,51
12851,673,271,40.2,51
12852,674,271,40.3,51
12853,677,271,40.6,51
12854,678,274,40.4,51
12855,679,273,40.6,51
12856,682,270,41.2,51
12857,684,273,41.1,51
12858,685,275,41.0,51
12859,686,273,41.3,51
12860,693,272,42.1,51
12861,693,273,42.0,51
12862,691,272,41.9,51
12863,697,269,42.8,51
12864,701,272,42.9,51
12865,705,271,43.4,51
12866,707,273,43.4,51
12867,706,272,43.4,51
12868,709,273,43.6,51
12869,712,271,44.1,51
12870,711,274,43.7,51
12871,709,273,43.6,51
12872,720,274,44.6,51
12873,723,273,45.0,51
12874,723,276,44.7,51
12875,724,272,45.2,51
12876,725,271,45.4,51
12877,731,273,45.8,51
12878,735,272,46.3,51
12879,732,273,45.9,51
12880,732,271,46.1,51
12881,735,273,46.2,51
12882,736,273,46.3,51
12883,736,273,46.3,51
12884,739,274,46.5,51
12885,741,274,46.7,51
12886,740,272,46.8,51
12887,743,271,47.2,51
12888,743,271,47.2,51
12889,748,275,47.3,51
12890,749,273,47.6,51
12891,740,273,46.7,51
12892,748,270,47.8,51
12893,748,272,47.6,51
12894,750,273,47.7,51
12895,751,273,47.8,51
12896,754,273,48.1,51
12897,753,275,47.8,51
12898,754,273,48.1,51
12899,755,274,48.1,51
12900,757,273,48.4,51
12901,757,271,48.6,51
12902,758,273,48.5,51
12903,761,276,48.5,51
12904,761,273,48.8,51
12905,761,275,48.6,51
12906,761,275,48.6,51
12907,762,270,49.2,51
12908,773,275,49.8,51
12909,761,272,48.9,51
12910,761,273,48.8,51
12911,761,273,48.8,51
12912,762,271,49.1,51
12913,764,272,49.2,51
12914,764,271,49.3,51
12915,767,272,49.5,51
12916,766,274,49.2,51
12917,765,281,48.4,51
12918,764,270,49.4,51
12919,766,272,49.4,51
12920,766,271,49.5,51
12921,769,275,49.4,51
12922,767,273,49.4,51
12923,769,273,49.6,51
12924,769,274,49.5,51
12925,770,272,49.8,51
12926,770,274,49.6,51
12927,772,273,49.9,51
12928,774,273,50.1,51
12929,770,274,49.6,51
12930,770,274,49.6,51
12931,773,273,50.0,51
12932,772,273,49.9,51
12933,773,273,50.0,51
12934,771,275,49.6,51
12935,774,276,49.8,51
12936,774,275,49.9,51
12937,774,274,50.0,51
12938,773,258,51.5,51
12939,774,273,50.1,51
12940,774,275,49.9,51
12941,776,272,50.4,51
12942,777,274,50.3,51
12943,776,275,50.1,51
12944,775,276,49.9,51
12945,775,271,50.4,51
12946,776,271,50.5,51
12947,776,273,50.3,51
12948,777,273,50.4,51
12949,774,273,50.1,51
12950,774,275,49.9,51
12951,775,276,49.9,51
12952,777,274,50.3,51
12953,777,272,50.5,51
12954,776,273,50.3,51
12955,777,269,50.8,51
12956,776,274,50.2,51
12957,774,275,49.9,51
12958,776,275,50.1,51
12959,774,275,49.9,51
12960,775,274,50.1,51
12961,776,275,50.1,51
12962,779,273,50.6,51
12963,776,275,50.1,51
12964,775,273,50.2,51
12965,780,269,51.1,51
12966,776,273,50.3,51
12967,778,272,50.6,51
12968,777,272,50.5,51
12969,777,273,50.4,51
12970,774,273,50.1,51
12971,775,273,50.2,51
12972,778,273,50.5,51
12973,777,273,50.4,51
12974,779,276,50.3,51
12975,777,273,50.4,51
12976,779,273,50.6,51
12977,774,276,49.8,51
12978,776,275,50.1,51
12979,779,270,50.9,51
12980,778,274,50.4,51
12981,781,272,50.9,51
12982,776,273,50.3,51
12983,780,274,50.6,51
12984,779,273,50.6,51
12985,780,265,51.5,51
12986,782,274,50.8,51
12987,780,274,50.6,51
12988,782,270,51.2,51
12989,782,272,51.0,51
12990,782,271,51.1,51
12991,779,274,50.5,51
12992,780,273,50.7,51
12993,780,273,50.7,51
12994,784,273,51.1,51
12995,782,275,50.7,51
12996,780,273,50.7,51
12997,782,273,50.9,51
12998,783,274,50.9,51
12999,782,274,50.8,51
13000,783,271,51.2,51
13001,781,272,50.9,51
13002,784,276,50.8,51
13003,783,273,51.0,51
13004,786,275,51.1,51
13005,783,272,51.1,51
13006,784,274,51.0,51
13007,782,270,51.2,51
13008,786,274,51.2,51
13009,786,273,51.3,21
13010,785,273,51.2,21
13011,780,270,51.0,21
13012,780,275,50.5,21
13013,787,273,51.4,21
13014,776,270,50.6,21
13015,770,273,49.7,21
13016,770,274,49.6,21
13017,766,276,49.0,21
13018,761,280,48.1,21
13019,757,272,48.5,21
13020,754,274,48.0,21
13021,749,269,48.0,21
13022,744,273,47.1,21
13023,748,272,47.6,21
13024,736,273,46.3,21
13025,728,273,45.5,21
13026,723,273,45.0,21
13027,721,272,44.9,21
13028,718,273,44.5,21
13029,711,271,44.0,21
13030,710,272,43.8,21
13031,705,273,43.2,21
13032,698,275,42.3,21
13033,696,276,42.0,21
13034,693,272,42.1,21
13035,686,272,41.4,21
13036,686,273,41.3,21
13037,681,273,40.8,51
13038,680,276,40.4,51
13039,673,280,39.3,51
13040,674,275,39.9,51
13041,673,270,40.3,51
13042,671,272,39.9,51
13043,671,273,39.8,51
13044,672,272,40.0,51
13045,673,271,40.2,51
13046,672,273,39.9,51
13047,676,274,40.2,51
13048,679,273,40.6,51
13049,676,276,40.0,51
13050,683,274,40.9,51
13051,683,271,41.2,51
13052,685,273,41.2,51
13053,685,271,41.4,51
13054,689,270,41.9,51
13055,692,273,41.9,51
13056,692,273,41.9,51
13057,694,270,42.4,51
13058,697,273,42.4,51
13059,699,273,42.6,51
13060,707,271,43.6,51
13061,706,273,43.3,51
13062,709,273,43.6,51
13063,706,273,43.3,51
13064,711,266,44.5,51
13065,711,272,43.9,51
13066,710,273,43.7,51
13067,717,276,44.1,51
13068,723,272,45.1,51
13069,722,273,44.9,51
13070,724,273,45.1,51
13071,727,272,45.5,51
13072,728,273,45.5,51
13073,732,273,45.9,51
13074,734,270,46.4,51
13075,732,272,46.0,51
13076,733,270,46.3,51
13077,736,276,46.0,51
13078,736,273,46.3,51
13079,738,271,46.7,51
13080,740,271,46.9,51
13081,741,275,46.6,51
13082,747,272,47.5,51
13083,747,274,47.3,51
13084,748,276,47.2,51
13085,749,274,47.5,51
13086,751,278,47.3,51
13087,753,272,48.1,51
13088,752,275,47.7,51
13089,751,276,47.5,51
13090,751,275,47.6,51
13091,758,273,48.5,51
13092,754,273,48.1,51
13093,759,275,48.4,21
13094,759,276,48.3,21
13095,758,272,48.6,21
13096,759,274,48.5,21
13097,754,273,48.1,21
13098,753,276,47.7,21
13099,749,272,47.7,21
13100,748,276,47.2,21
13101,744,286,45.8,21
13102,740,276,46.4,21
13103,731,273,45.8,21
13104,735,274,46.1,21
13105,731,270,46.1,21
13106,728,274,45.4,21
13107,723,273,45.0,21
13108,720,270,45.0,21
13109,714,280,43.4,21
13110,710,275,43.5,21
13111,709,273,43.6,21
13112,702,273,42.9,21
13113,702,272,43.0,21
13114,696,273,42.3,21
13115,691,273,41.8,21
13116,685,273,41.2,21
13117,684,273,41.1,21
13118,683,279,40.4,21
13119,679,273,40.6,21
13120,674,274,40.0,21
13121,673,272,40.1,51
13122,667,273,39.4,51
13123,664,273,39.1,51
13124,664,273,39.1,51
13125,662,274,38.8,51
13126,660,274,38.6,51
13127,658,274,38.4,51
13128,663,273,39.0,51
13129,665,277,38.8,51
13130,660,272,38.8,51
13131,663,274,38.9,51
13132,669,274,39.5,51
13133,669,274,39.5,51
13134,677,272,40.5,51
13135,678,275,40.3,51
13136,681,274,40.7,51
13137,673,274,39.9,51
13138,681,274,40.7,51
13139,684,275,40.9,51
13140,684,273,41.1,51
13141,689,276,41.3,51
13142,692,273,41.9,51
13143,694,273,42.1,51
13144,696,274,42.2,51
13145,698,272,42.6,51
13146,701,270,43.1,51
13147,706,273,43.3,51
13148,706,273,43.3,51
13149,706,273,43.3,51
13150,709,272,43.7,51
13151,710,274,43.6,51
13152,712,274,43.8,51
13153,718,272,44.6,51
13154,717,272,44.5,51
13155,721,276,44.5,51
13156,723,275,44.8,51
13157,723,273,45.0,51
13158,727,272,45.5,51
13159,736,273,46.3,51
13160,730,283,44.7,51
13161,732,273,45.9,51
13162,732,275,45.7,51
13163,732,272,46.0,51
13164,736,271,46.5,51
13165,735,273,46.2,51
13166,736,273,46.3,51
13167,736,263,47.3,51
13168,736,270,46.6,51
13169,740,273,46.7,51
13170,739,287,45.2,51
13171,744,273,47.1,51
13172,743,272,47.1,51
13173,743,273,47.0,51
13174,748,273,47.5,51
13175,747,270,47.7,51
13176,748,273,47.5,51
13177,748,273,47.5,51
13178,749,274,47.5,51
13179,752,275,47.7,51
13180,751,272,47.9,51
13181,750,272,47.8,51
13182,753,272,48.1,51
13183,753,273,48.0,51
13184,757,272,48.5,51
13185,754,275,47.9,51
13186,756,275,48.1,51
13187,756,274,48.2,51
13188,756,273,48.3,51
13189,757,276,48.1,51
13190,759,273,48.6,51
13191,761,274,48.7,51
13192,761,273,48.8,51
13193,761,277,48.4,51
13194,761,282,47.9,51
13195,760,275,48.5,51
13196,761,271,49.0,51
13197,761,273,48.8,51
13198,763,272,49.1,51
13199,761,278,48.3,51
13200,760,275,48.5,51
13201,775,273,50.2,51
13202,764,274,49.0,51
13203,763,273,49.0,51
13204,764,274,49.0,51
13205,764,273,49.1,21
13206,764,276,48.8,21
13207,762,271,49.1,21
13208,761,271,49.0,21
13209,761,274,48.7,21
13210,753,272,48.1,21
13211,753,273,48.0,21
13212,749,273,47.6,21
13213,748,275,47.3,21
13214,744,274,47.0,21
13215,736,273,46.3,21
13216,736,276,46.0,21
13217,735,272,46.3,21
13218,728,275,45.3,21
13219,723,274,44.9,21
13220,720,273,44.7,21
13221,719,272,44.7,21
13222,711,271,44.0,21
13223,710,271,43.9,21
13224,705,276,42.9,21
13225,698,261,43.7,21
13226,698,272,42.6,21
13227,692,272,42.0,21
13228,690,274,41.6,21
13229,685,273,41.2,21
13230,684,274,41.0,21
13231,679,274,40.5,21
13232,676,273,40.3,21
13233,672,274,39.8,51
13234,670,273,39.7,51
13235,666,273,39.3,51
13236,667,272,39.5,51
13237,665,273,39.2,51
13238,666,274,39.2,51
13239,667,274,39.3,51
13240,667,273,39.4,51
13241,670,274,39.6,51
13242,670,276,39.4,51
13243,669,273,39.6,51
13244,673,272,40.1,51
13245,676,273,40.3,51
13246,680,275,40.5,51
13247,679,277,40.2,51
13248,685,274,41.1,51
13249,685,273,41.2,51
13250,685,271,41.4,51
13251,688,276,41.2,51
13252,694,273,42.1,51
13253,693,273,42.0,51
13254,697,272,42.5,51
13255,702,272,43.0,51
13256,702,274,42.8,51
13257,704,274,43.0,51
13258,709,273,43.6,51
13259,707,273,43.4,51
13260,710,273,43.7,51
13261,712,273,43.9,51
13262,712,274,43.8,51
13263,722,274,44.8,51
13264,721,275,44.6,51
13265,725,276,44.9,51
13266,724,272,45.2,51
13267,727,274,45.3,51
13268,731,274,45.7,51
13269,731,270,46.1,51
13270,735,272,46.3,51
13271,736,272,46.4,51
13272,735,274,46.1,51
13273,736,273,46.3,51
13274,737,271,46.6,51
13275,737,274,46.3,51
13276,731,273,45.8,51
13277,743,273,47.0,51
13278,743,273,47.0,51
13279,747,272,47.5,51
13280,746,272,47.4,51
13281,747,277,47.0,51
13282,749,274,47.5,51
13283,749,273,47.6,51
13284,749,273,47.6,51
13285,752,272,48.0,51
13286,757,272,48.5,51
13287,753,271,48.2,51
13288,753,274,47.9,51
13289,756,273,48.3,51
13290,756,275,48.1,51
13291,757,272,48.5,51
13292,760,265,49.5,51
13293,761,276,48.5,51
13294,761,273,48.8,51
13295,761,274,48.7,51
13296,761,273,48.8,51
13297,762,275,48.7,51
13298,761,271,49.0,51
13299,770,271,49.9,51
13300,761,272,48.9,51
13301,763,272,49.1,51
13302,767,273,49.4,51
13303,765,274,49.1,51
13304,765,274,49.1,51
13305,765,274,49.1,51
13306,766,281,48.5,51
13307,766,273,49.3,51
13308,767,275,49.2,51
13309,769,275,49.4,51
13310,770,272,49.8,51
13311,774,273,50.1,51
13312,774,272,50.2,51
13313,770,273,49.7,51
13314,773,273,50.0,51
13315,769,274,49.5,51
13316,773,271,50.2,51
13317,773,286,48.7,51
13318,786,276,51.0,51
13319,774,274,50.0,51
13320,773,273,50.0,51
13321,773,273,50.0,51
13322,774,273,50.1,51
13323,773,272,50.1,51
13324,774,273,50.1,51
13325,777,273,50.4,51
13326,767,277,49.0,51
13327,775,275,50.0,51
13328,774,276,49.8,51
13329,777,275,50.2,51
13330,777,273,50.4,51
13331,777,274,50.3,51
13332,778,273,50.5,51
13333,778,274,50.4,51
13334,782,275,50.7,51
13335,778,273,50.5,51
13336,778,273,50.5,51
13337,784,272,51.2,51
13338,780,275,50.5,51
13339,779,270,50.9,51
13340,782,272,51.0,51
13341,780,273,50.7,51
13342,779,272,50.7,51
13343,780,274,50.6,51
13344,782,273,50.9,51
13345,781,274,50.7,51
13346,780,272,50.8,51
13347,782,273,50.9,51
13348,782,275,50.7,51
13349,782,273,50.9,51
13350,780,269,51.1,51
13351,779,273,50.6,51
13352,782,275,50.7,51
13353,785,274,51.1,51
13354,779,266,51.3,51
13355,785,273,51.2,51
13356,783,274,50.9,51
13357,785,276,50.9,51
13358,782,271,51.1,51
13359,778,273,50.5,51
13360,782,273,50.9,51
13361,787,273,51.4,51
13362,786,272,51.4,51
13363,787,274,51.3,51
13364,785,276,50.9,51
13365,786,274,51.2,51
13366,786,271,51.5,51
13367,786,272,51.4,51
13368,787,272,51.5,51
13369,783,273,51.0,51
13370,786,277,50.9,51
13371,783,273,51.0,51
13372,785,273,51.2,51
13373,778,273,50.5,21
13374,786,273,51.3,21
13375,783,274,50.9,21
13376,782,273,50.9,21
13377,782,271,51.1,21
13378,774,271,50.3,21
13379,772,273,49.9,21
13380,770,274,49.6,21
13381,767,271,49.6,21
13382,761,273,48.8,21
13383,758,273,48.5,21
13384,750,273,47.7,21
13385,749,274,47.5,21
13386,744,273,47.1,21
13387,739,272,46.7,21
13388,735,275,46.0,21
13389,731,276,45.5,21
13390,728,271,45.7,21
13391,724,272,45.2,21
13392,719,270,44.9,21
13393,713,272,44.1,21
13394,710,273,43.7,21
13395,705,275,43.0,21
13396,702,272,43.0,21
13397,697,273,42.4,21
13398,694,271,42.3,21
13399,686,272,41.4,21
13400,687,273,41.4,21
13401,684,273,41.1,21
13402,681,273,40.8,21
13403,677,273,40.4,21
13404,672,276,39.6,21
13405,670,276,39.4,21
13406,667,273,39.4,21
13407,663,273,39.0,21
13408,660,274,38.6,21
13409,659,275,38.4,21
13410,653,274,37.9,21
13411,653,275,37.8,21
13412,652,273,37.9,21
13413,649,273,37.6,21
13414,644,273,37.1,21
13415,643,275,36.8,21
13416,641,271,37.0,21
13417,640,273,36.7,21
13418,635,272,36.3,21
13419,635,271,36.4,21
13420,632,275,35.7,21
13421,628,273,35.5,21
13422,630,273,35.7,21
13423,627,277,35.0,21
13424,625,274,35.1,21
13425,622,273,34.9,21
13426,622,273,34.9,21
13427,620,272,34.8,21
13428,619,274,34.5,21
13429,611,276,33.5,51
13430,610,272,33.8,51
13431,611,272,33.9,51
13432,617,273,34.4,51
13433,615,272,34.3,51
13434,618,274,34.4,51
13435,617,275,34.2,51
13436,620,275,34.5,51
13437,622,270,35.2,51
13438,630,271,35.9,51
13439,629,272,35.7,51
13440,632,277,35.5,51
13441,632,274,35.8,51
13442,638,275,36.3,51
13443,643,273,37.0,51
13444,646,273,37.3,51
13445,651,273,37.8,51
13446,654,274,38.0,51
13447,656,274,38.2,51
13448,657,274,38.3,51
13449,662,273,38.9,51
13450,664,270,39.4,51
13451,669,276,39.3,51
13452,671,274,39.7,51
13453,677,279,39.8,51
13454,681,272,40.9,51
13455,680,273,40.7,51
13456,685,274,41.1,51
13457,689,270,41.9,51
13458,695,273,42.2,51
13459,694,273,42.1,51
13460,698,274,42.4,51
13461,698,272,42.6,51
13462,705,274,43.1,51
13463,706,281,42.5,51
13464,709,274,43.5,51
13465,710,273,43.7,51
13466,712,272,44.0,51
13467,714,271,44.3,51
13468,720,274,44.6,51
13469,722,273,44.9,51
13470,721,273,44.8,51
13471,723,275,44.8,51
13472,723,274,44.9,51
13473,726,273,45.3,51
13474,730,271,45.9,51
13475,731,274,45.7,51
13476,731,273,45.8,51
13477,733,273,46.0,51
13478,736,275,46.1,51
13479,738,274,46.4,51
13480,737,273,46.4,51
13481,737,271,46.6,51
13482,744,274,47.0,51
13483,743,274,46.9,51
13484,743,272,47.1,51
